kaptCode,kaptName,kaptAddr,doroJuso,codeSaleNm,codeHeatNm,kaptTarea,kaptDongCnt,kaptdaCnt,kaptBcompany,kaptAcompany,kaptTel,kaptUrl,codeAptNm,codeMgrNm,codeHallNm,kaptUsedate,kaptFax,hoCnt,kaptMarea,kaptMparea60,kaptMparea85,kaptMparea135,kaptMparea136,privArea,bjdCode,kaptTopFloor,ktownFlrNo,kaptBaseFloor,kaptdEcntp,zipcode
A13579504,한화진넥스빌,서울특별시 강남구 역삼동 706-20 한화진넥스빌,서울특별시 강남구 언주로86길 11,분양,개별난방,26924,1,294,(주)한화건설,(주)한화건설,25557352,jin5557352@naver.com,주상복합,위탁관리,복도식,20010130,25620797,294,12193.02,294,0,0,0,12172.02,1168010100,26,26,6,4,6210
A13579505,래미안그레이튼3차,서울특별시 강남구 역삼동 763-16 래미안그레이튼3차,서울특별시 강남구 도곡로43길 20,혼합,지역난방,76688,8,476,삼성물산,진달래아파트3차 재건축조합,234536161, ,아파트,위탁관리,계단식,20091228,234530027,476,52943.79,121,281,0,74,39854.66,1168010100,21,21,2,13,6219
A13579506,개나리SKVIEW,서울특별시 강남구 역삼동 716-3 개나리SKVIEW,서울특별시 강남구 역삼로 315-1,혼합,지역난방,49201.26,3,240,SK건설,개나리5차주택재건축정비조합,25577730, ,아파트,위탁관리,계단식,20120817,25577732,246,31651.68,0,144,96,0,24456,1168010100,25,25,2,6,6213
A13591402,역삼금호어울림,서울특별시 강남구 역삼동 835-67 역삼금호어울림,서울특별시 강남구 도곡로7길 22,분양,개별난방,36419.94,3,183,금호산업(주),금호,25384766, ,아파트,위탁관리,계단식,20031202,25384769,183,25546.3,0,54,129,0,21796.31,1168010100,15,15,2,0,6255
A13592002,대우디오빌역삼,서울특별시 강남구 역삼동 720-25 대우디오빌역삼,서울특별시 강남구 언주로 427,분양,지역난방,34281.43,1,457,대우건설,대우건설,221936000, ,주상복합,위탁관리,복도식,20020625,221936004,457,34281.43,434,23,0,0,18737.983,1168010100,26,26,5,5,6221
A13592601,역삼개나리래미안,서울특별시 강남구 역삼동 754 역삼개나리래미안,서울특별시 강남구 역삼로 306,분양,지역난방,93113.21,7,438,삼성,개나리래미안조합,25564420, ,아파트,위탁관리,계단식,20060831,25564476,438,57361.67,88,133,143,74,44847.47,1168010100,22,22,2,14,6216
A13592604,역삼푸르지오,서울특별시 강남구 역삼동 754-1 역삼푸르지오,서울특별시 강남구 언주로 332,분양,지역난방,99362.945,11,738,대우건설,.,25632217, ,아파트,위탁관리,계단식,20060102,25632218,738,67654.22,376,362,0,0,53253.9962,1168010100,24,24,2,20,6216
A13592605,역삼e-편한세상,서울특별시 강남구 역삼동 755-4 역삼e-편한세상,서울특별시 강남구 선릉로69길 20,분양,지역난방,116730.15,12,840,(주)대림산업,(주)대림산업,25652911,역삼e-편한세상.apti.co.kr,아파트,위탁관리,계단식,20051216,25652917,840,75790.68,513,327,0,0,58385.755,1168010100,25,25,2,23,6217
A13592706,역삼래미안,서울특별시 강남구 역삼동 757 역삼래미안,서울특별시 강남구 선릉로69길 19,분양,지역난방,130700.59,12,1050,삼성물산,영동1재건축조합,25393003, ,아파트,위탁관리,계단식,20051026,25396699,1050,69465.86,722,328,0,0,69465.86,1168010100,22,22,2,24,6218
A10022859,디에이치퍼스티어아이파크,서울특별시 강남구 개포동 660-4 디에이치퍼스티어아이파크,서울특별시 강남구 개포로 310,혼합,지역난방,1306341.1,74,6702,"현대산업개발, 현대건설","현대산업개발, 현대건설",220581801, ,아파트,위탁관리,기타,20231129,220581860,6702,748764.25,2075,2483,1924,220,570729.28,1168010300,35,35,4,246,6321
A10023348,개포자이프레지던스,서울특별시 강남구 개포동 189 개포자이프레지던스,서울특별시 강남구 삼성로 14,혼합,지역난방,641456.8,35,3375,GS건설,개포주공4단지주택재건축조합,269568728, ,아파트,위탁관리,혼합식,20230228,269568729,3375,347743.75,1068,1848,457,2,263529.02,1168010300,35,35,4,0,6331
A10023565,개포6차우성아파트,서울특별시 강남구 개포동 658-1 개포6차우성아파트,서울특별시 강남구 언주로 3,분양,개별난방,22637.1,8,270,우성건설,모름,25776611, ,아파트,자치관리,계단식,19871121,25776673,270,22637.1,20,250,0,0,20203.8,1168010300,5,5,0,0,6316
A10023996,개포더샵트리에,서울특별시 강남구 개포동 651-1 개포더샵트리에,서울특별시 강남구 개포로 311,분양,지역난방,44951.176,2,232,포스코,개포우성9차모델링조합,25763999,thesharp-trieh.hthomeservice.com/#/feeManage?_k=vm58ep,아파트,위탁관리,계단식,20211201,25763998,232,31173.582,0,0,232,0,24877.8335,1168010300,16,16,3,9,6318
A10024564,개포래미안포레스트,서울특별시 강남구 개포동 1282 개포래미안포레스트,서울특별시 강남구 개포로 264,혼합,지역난방,422390,31,2296,삼성물산(주),개포시영아파트 주택재건축 정비사업조합,220580890,gpforest.aptner.com,아파트,위탁관리,혼합식,20200928,220580891,2296,244894.45,900,905,458,33,178215.29,1168010300,35,35,3,80,6310
A10025203,디에이치 아너힐즈,서울특별시 강남구 개포동 138 디에이치 아너힐즈,서울특별시 강남구 삼성로 11,혼합,지역난방,233596.98,23,1320,현대건설,개포주공3단지주택재건축정비사업조합,25723340, ,아파트,위탁관리,혼합식,20190829,25723341,1320,142115.88,426,629,261,4,104224.24,1168010300,33,33,3,38,6327
A10025675,래미안블레스티지,서울특별시 강남구 개포동 1280 래미안블레스티지,서울특별시 강남구 선릉로 8,혼합,지역난방,362894.62,23,1957,삼성물산,개포주공2단지주택재건축정비사업조합,220581970,rmabt1957.com,아파트,위탁관리,계단식,20190226,220581972,1957,215906.78,661,780,511,5,160922.329,1168010300,35,35,5,65,6326
A13524004,개포우성3차,서울특별시 강남구 개포동 652 개포우성3차,서울특별시 강남구 개포로 307,분양,지역난방,63304.19,5,405,우성건설,우성건설,25749116, ,아파트,자치관리,혼합식,19841231,25749094,405,61064.234,0,0,285,120,53437.05,1168010300,15,15,1,11,6319
A13524005,개포현대1차,서울특별시 강남구 개포동 653 개포현대1차,서울특별시 강남구 개포로 303,분양,지역난방,68692,6,416,현대산업개발(주),현대,25735666,개포현대1차.apti.co.kr/,아파트,자치관리,계단식,19840420,25745666,416,68330.57,0,0,208,208,60962.54,1168010300,13,13,1,16,6320
A13524006,개포2차 현대아파트,서울특별시 강남구 개포동 654 개포2차 현대아파트,서울특별시 강남구 언주로 107,분양,지역난방,92836.19,13,558,현대산업개발(주),현대산업개발(주),25721441,현대2차.apti.co.kr,아파트,자치관리,계단식,19860131,25721431,558,92376.66,0,112,230,216,75527,1168010300,9,9,1,31,6305
A13524009,개포대치2단지,서울특별시 강남구 개포동 12 개포대치2단지,서울특별시 강남구 개포로109길 9,분양,지역난방,105381.17,11,1753,성원건설.진덕산업주식회사,서울특별시도시개발공사,24514533, ,아파트,위탁관리,복도식,19921014,24593805,1753,100905.94,1753,0,0,0,71852.9,1168010300,15,15,0,0,6335
A13580001,개포현대3차,서울특별시 강남구 개포동 177 개포현대3차,서울특별시 강남구 개포로 409,분양,지역난방,33306.44,5,198,현대건설(주),현대건설(주),25725995, ,아파트,위탁관리,계단식,19860331,262485996,198,27194.512,0,54,36,108,27029.16,1168010300,9,9,0,11,6323
A13580002,개포우성8차,서울특별시 강남구 개포동 179 개포우성8차,서울특별시 강남구 개포로 411,분양,지역난방,26745.86,3,261,우성건설,영동전화국 주택조합,25767421, ,아파트,위탁관리,혼합식,19870921,262047421,261,26745.39,0,261,0,0,20759.85,1168010300,9,9,1,14,6323
A13580602,개포경남아파트,서울특별시 강남구 개포동 649 개포경남아파트,서울특별시 강남구 언주로 110,분양,지역난방,102480,9,678,경남건설,경남건설,25724400, ,아파트,위탁관리,계단식,19840308,25724410,678,94971.66,0,3,387,288,92546.465,1168010300,15,15,0,26,6317
A13593901,개포자이아파트,서울특별시 강남구 개포동 12-2 개포자이아파트,서울특별시 강남구 개포로109길 69,분양,지역난방,60358.78,4,212,화엄건설(주),LG건설,24454721,test,아파트,자치관리,계단식,20040617,24454722,212,38614.46,0,0,84,128,32275.48,1168010300,22,22,2,6,6334
A13593908,SH공사대치1단지,서울특별시 강남구 개포동 12 SH공사대치1단지,서울특별시 강남구 개포로109길 5,임대,지역난방,73357,8,1623,SH공사,남강개발,24514000,happy.i-sh.co.kr/main.do?deptid=20167,아파트,위탁관리,복도식,19911120,234113267,1623,67049.56,1623,0,0,0,46586.33,1168010300,15,15,0,12,6335
A13594007,대청,서울특별시 강남구 개포동 12 대청,서울특별시 강남구 개포로109길 21,분양,지역난방,56825.18,6,822,삼익건설,도시개발공사,24514535, ,아파트,위탁관리,복도식,19921014,222262317,822,56825,822,0,0,0,40402.1,1168010300,15,15,0,6,6334
A13599301,개포주공7단지,서울특별시 강남구 개포동 185 개포주공7단지,서울특별시 강남구 개포로 516,분양,지역난방,86506.7,8,900,주택공사,주택공사,24458909, ,아파트,자치관리,복도식,19831026,262538909,900,86391,180,720,0,0,62938.8,1168010300,15,15,1,8,6330
A13599303,개포주공6단지,서울특별시 강남구 개포동 185 개포주공6단지,서울특별시 강남구 개포로 516,분양,지역난방,94816.95,9,1060,현대건설(주),대한주택공사,24458907, ,아파트,위탁관리,혼합식,19831026,24458906,1060,94577.76,220,840,0,0,73333.1,1168010300,15,15,1,19,6330
A13599402,개포주공5단지,서울특별시 강남구 개포동 187 개포주공5단지,서울특별시 강남구 삼성로4길 17,분양,지역난방,93810,6,940,대한주택공사,대우건설,24458879, ,아파트,위탁관리,복도식,19831026,24456219,940,65959.9,190,750,0,0,65959.9,1168010300,14,14,1,12,6329
A12071004,진흥,서울특별시 서대문구 홍은동 459 진흥,,분양,개별난방,11863.22,1,90,진흥,산업은행.홍은2주택조합,23967434,hejhapt.co.kr,아파트,자치관리,계단식,20180801,23967435,90,11863.22,15,61,14,0,7117.67,1141011800,15,15,2,0,
A10020611,청담신원아침도시마인,서울특별시 강남구 청담동 122-35 청담신원아침도시마인,서울특별시 강남구 도산대로85길 30,분양,개별난방,11539.347,1,89,신원종합개발(주),청담제일시장 재건축 사업조합,25160901, ,도시형 생활주택(주상복합),위탁관리,혼합식,20130917,25440901,89,6068.521,89,0,0,0,2805.1414,1168010400,1,10,4,2,
A10021563,청담린든그로브아파트,서울특별시 강남구 청담동 67-1 청담린든그로브아파트,서울특별시 강남구 학동로97길 51,분양,지역난방,29156,5,114,코오롱글로벌,청담진흥빌라주택재건축조합,25418920, ,아파트,위탁관리,계단식,20170829,25418919,114,17826.99,0,76,0,38,14170.3689,1168010400,7,7,3,0,
A10024186,청담우방아파트,서울특별시 강남구 청담동 43 청담우방아파트,,분양,지역난방,17033,1,100,(주)우방,청담아파트B지구 재건축조합,25125435, ,아파트,자치관리,계단식,19991029,25125436,100,12228.32,29,17,54,0,9582.14,1168010400,1,18,2,3,
A10024640,청담2차e편한세상아파트,서울특별시 강남구 청담동 14 청담2차e편한세상아파트,서울특별시 강남구 도산대로70길 25,분양,개별난방,23219.77,3,142,대림산업,대림산업,234444611, ,아파트,위탁관리,계단식,20060427,234444610,142,17559.53,0,40,100,2,14421.02,1168010400,15,15,2,7,6063
A10025280,청담아이파크아파트,서울특별시 강남구 청담동 130 청담아이파크아파트,서울특별시 강남구 영동대로142길 25,분양,개별난방,20808.32,1,108,현대산업개발,현대산업개발,25181649, ,아파트,위탁관리,계단식,19921028,25428920,108,14796,0,0,108,0,11896.74,1168010400,19,19,3,3,6075
A10025755,청담신동아아파트,서울특별시 강남구 청담동 134-16 청담신동아아파트,서울특별시 강남구 학동로105길 30,분양,개별난방,13568.23,1,106,신동아건설,신동아건설,25435601, ,아파트,위탁관리,계단식,19970220,25126129,106,13315.72,0,106,0,0,9003.64,1168010400,14,14,2,4,6077
A13510001,청담삼성1차,서울특별시 강남구 청담동 33 청담삼성1차,서울특별시 강남구 삼성로133길 20,분양,개별난방,20893.97,1,158,삼성건설,삼성물산,234464486,청담삼성1차.apti.co.kr,아파트,위탁관리,혼합식,19971219,234464481,158,15138.6,70,88,0,0,11594.76,1168010400,19,19,2,2,6068
A13510002,청담휴먼스타빌,서울특별시 강남구 청담동 5-25 청담휴먼스타빌,서울특별시 강남구 도산대로 454,분양,개별난방,17557.56,1,191,휴먼터치,휴먼터치,25560070, ,주상복합,자치관리(직영),계단식,20051021,25408870,191,15166.55,181,4,0,6,8044.17,1168010400,27,27,8,3,6062
A13510003,청담대우유로카운티,서울특별시 강남구 청담동 50-5 청담대우유로카운티,서울특별시 강남구 도산대로92길 10,분양,지역난방,41998.28,4,196,(주)대우건설,(주)대우건설,25111220,청담대우유로카운티.apti.co.kr,아파트,위탁관리,계단식,20040422,25111228,196,28533.48,0,1,155,40,24252.34,1168010400,16,16,2,7,6070
A13510005,청담삼성진흥,서울특별시 강남구 청담동 65 청담삼성진흥,서울특별시 강남구 학동로87길 9,분양,지역난방,97041.06,7,630,진흥기업(주),타임종합기술,25177887, ,아파트,위탁관리,혼합식,19840718,262577887,630,95504.125,0,2,242,386,92599.23,1168010400,15,15,0,17,6074
A13510006,청담대림,서울특별시 강남구 청담동 30-33 청담대림,서울특별시 강남구 학동로77길 27,분양,개별난방,44037.57,4,271,대림산업,에코프렌드,234426975, ,아파트,위탁관리,계단식,20021230,262039618,271,33443.99,0,152,119,0,27079.83,1168010400,17,17,2,0,6067
A13510007,청담자이,서울특별시 강남구 청담동 134-38 청담자이,서울특별시 강남구 영동대로138길 12,혼합,지역난방,102809.375,5,708,GS건설,청담 한양아파트 주택재건축사업조합,25147022,WWW.청담자이.APTi.CO.KR,아파트,위탁관리,계단식,20111021,25147024,708,63867.78,388,116,204,0,47130.198,1168010400,35,35,2,19,6076
A13510009,청담래미안로이뷰,서울특별시 강남구 청담동 134 청담래미안로이뷰,서울특별시 강남구 영동대로142길 16,분양,개별난방,36357.65,1,177,삼성물산,청담두산리모델링조합,234468781, ,아파트,위탁관리,계단식,19920131,234468782,177,23990.084,0,0,177,0,19505.4,1168010400,16,15,2,6,6076
A13510102,청담현대3차,서울특별시 강남구 청담동 127-31 청담현대3차,서울특별시 강남구 도산대로101길 29,분양,지역난방,52230,4,317,현대건설(주),현대건설(주),234422826, ,아파트,위탁관리,혼합식,19990619,234422827,317,37368.953,101,76,140,0,27849.15,1168010400,24,24,2,9,6013
A13510103,삼성청담공원,서울특별시 강남구 청담동 60 삼성청담공원,서울특별시 강남구 도산대로96길 39,분양,지역난방,64721.1,8,391,삼성물산,삼성물산,25174158,scdp.co.kr,아파트,위탁관리,혼합식,19990830,25174159,391,45778.87,75,86,230,0,36461.91,1168010400,15,15,3,13,6070
A13510201,청담삼환,서울특별시 강남구 청담동 10 청담삼환,서울특별시 강남구 학동로77길 49,분양,지역난방,23782,1,184,삼환기업(주),동일건축,25173047, ,아파트,위탁관리,혼합식,19991130,25428996,184,19384.65,56,82,46,0,14942.72,1168010400,16,16,1,5,6067
A13510202,청담2차현대아파트,서울특별시 강남구 청담동 23 청담2차현대아파트,서울특별시 강남구 선릉로 748,분양,지역난방,23748,2,214,현대산업개발,1,25459105, ,아파트,위탁관리,계단식,19880530,25459103,214,18190,0,214,0,0,18150.88,1168010400,13,13,1,9,6065
A13510203,청담래미안,서울특별시 강남구 청담동 42 청담래미안,서울특별시 강남구 학동로 405,분양,개별난방,36812.13,2,217,삼성물산(주),삼성물산(주),25163891, ,아파트,위탁관리,혼합식,19991029,25163892,217,26625.44,51,58,108,0,20645.75,1168010400,18,18,3,4,6069
A10020826,아크로삼성,서울특별시 강남구 삼성동 79 아크로삼성,서울특별시 강남구 영동대로128길 15,분양,지역난방,109172.94,4,419,DL이엔씨,홍실아파트주택재건축정비사업조합,25419711, ,아파트,위탁관리,계단식,20250214,25419712,419,55163.11,0,0,371,48,55163.11,1168010500,25,0,4,0,
A10021856,삼성파크아파트,서울특별시 강남구 삼성동 126- 삼성파크아파트,서울특별시 강남구 삼성로99길 14,분양,개별난방,24165,1,114,세방기업(주),삼산아파트재건축조합,25561401, ,아파트,위탁관리,계단식,20011217,25661373,114,16515.95,0,0,114,0,12714.18,1168010500,13,13,2,0,
A10022130,삼성풍림2차아파트,서울특별시 강남구 삼성동 104- 삼성풍림2차아파트,서울특별시 강남구 봉은사로105길 12-7,분양,개별난방,13818,1,112,풍림산업주식회사,삼성동연합재건축조합,25401248, ,아파트,위탁관리,복도식,19981224,25401248,112,11513.95,56,3,53,0,8519.94,1168010500,12,12,1,2,
A10023020,삼성동 마에스트로,서울특별시 강남구 삼성동 140-32 삼성동 마에스트로,서울특별시 강남구 선릉로94길 15,임대,개별난방,16427.719,1,299,한미글로벌,선릉역 마에스트로 프로젝트 금,220521152,https://삼성동마에스트로.apti.co.kr,주상복합,위탁관리,복도식,20230731,220521153,301,6665.3,299,0,0,0,6665.051,1168010500,14,14,5,2,6161
A10023939,삼성석탑아파트,서울특별시 강남구 삼성동 3-3 삼성석탑아파트,,분양,개별난방,16815.1,1,139,석탑건설,석탑건설,234426104, ,아파트,위탁관리,혼합식,19960408,234426181,139,13200.71,65,74,0,0,10142.07,1168010500,20,20,2,3,
A10024131,래미안 라클래시,서울특별시 강남구 삼성동 19-4 래미안 라클래시,서울특별시 강남구 삼성로 651,혼합,지역난방,124879.52,7,679,삼성물산,상아아파트2차 주택재건축정비사업조합,25183318, ,아파트,위탁관리,계단식,20210917,25183319,679,74657.7,164,372,112,31,55529.9,1168010500,35,35,3,19,6091
A10024435,삼성동대성유니드,서울특별시 강남구 삼성동 129 삼성동대성유니드,서울특별시 강남구 테헤란로77길 26,분양,개별난방,8502.32,1,59,대성산업,대성산업,25574557, ,,자치관리(직영),계단식,20040701,25574557,59,361340.78,0,59,0,0,4931.91,1168010500,9,9,1,0,6157
A10024819,삼성동한일아파트,서울특별시 강남구 삼성동 48 삼성동한일아파트,서울특별시 강남구 봉은사로73길 23,분양,개별난방,19450,1,127,220-81-22460,220-88-02594,25494181, ,아파트,위탁관리,혼합식,20011227,25497181,127,12805.94,26,101,0,0,9123.13,1168010500,15,15,2,0,6096
A10026350,삼성동센트럴아이파크,서울특별시 강남구 삼성동 188 삼성동센트럴아이파크,서울특별시 강남구 삼성로 629,혼합,지역난방,74101.64,4,416,현대산업개발,상아3차아파트주택재건축정비사업조합,25415951, ,아파트,위탁관리,계단식,20180330,25415953,416,46756.9,115,204,75,22,34877.17,1168010500,31,31,3,11,6094
A10026934,삼성동롯데캐슬킹덤아파트,서울특별시 강남구 삼성동 43 삼성동롯데캐슬킹덤아파트,서울특별시 강남구 선릉로112길 53,분양,개별난방,32570,3,118,롯데건설,영동삼익아파트재건축조합,25184328, ,아파트,위탁관리,계단식,20051129,25184329,118,21223.52,0,0,44,74,17633.86,1168010500,13,13,2,0,6097
A13509001,삼성현대,서울특별시 강남구 삼성동 6 삼성현대,서울특별시 강남구 학동로64길 14,분양,개별난방,28438.47,1,198,현대산업개발,동남아재건축조합,234434167, ,아파트,위탁관리,혼합식,19990416,234434168,198,21300.75,89,60,49,0,15854.423,1168010500,19,19,0,4,6089
A13509003,삼성풍림아파트1차,서울특별시 강남구 삼성동 106 삼성풍림아파트1차,서울특별시 강남구 영동대로112길 15,분양,개별난방,25899,1,252,풍림건설,풍림건설,234432987, ,아파트,위탁관리,혼합식,19980727,234430299,252,25898.84,123,75,54,0,19766.28,1168010500,19,19,2,5,6082
A13509004,삼성한솔,서울특별시 강남구 삼성동 4-6 삼성한솔,서울특별시 강남구 학동로64길 7,분양,개별난방,38063.5,2,263,한솔건설,한솔건설,25166752, ,아파트,위탁관리,복도식,19981116,25166786,263,27988.83,114,89,60,0,20736.68,1168010500,19,19,2,0,6089
A13509005,삼성래미안2차,서울특별시 강남구 삼성동 7-3 삼성래미안2차,서울특별시 강남구 선릉로130길 20,분양,지역난방,63606.8,8,275,삼성,삼성,25455512, ,아파트,위탁관리,계단식,20070525,25455613,275,40608.05,0,46,196,33,31921.68,1168010500,24,24,2,10,6088
A13509006,삼성서광,서울특별시 강남구 삼성동 2 삼성서광,서울특별시 강남구 선릉로130길 19,분양,개별난방,36837,2,304,(주)서광건설 산업,삼성동 지역 주택조합 아파트,25114838, ,아파트,위탁관리,계단식,19981106,25114830,304,28528.918,152,152,0,0,21910.35,1168010500,20,20,3,10,6088
A13509007,삼성롯데,서울특별시 강남구 삼성동 17 삼성롯데,서울특별시 강남구 학동로 432,분양,지역난방,52550.67,3,339,롯데건설,롯데건설,234430091, ,아파트,위탁관리,혼합식,20000415,234434411,339,37643.45,99,84,156,0,27299.4,1168010500,20,20,0,8,6091
A13509009,아이파크삼성동,서울특별시 강남구 삼성동 87 아이파크삼성동,서울특별시 강남구 영동대로 640,분양,지역난방,144635.69,3,449,현대산업개발,현대산업개발,234439351, ,아파트,위탁관리,계단식,20040318,234439353,449,94247.26,0,0,0,449,75409.255,1168010500,46,46,4,9,6080
A13509010,삼성롯데캐슬프레미어,서울특별시 강남구 삼성동 11 삼성롯데캐슬프레미어,서울특별시 강남구 선릉로126길 22,분양,지역난방,148987.88,11,713,롯데건설,해청재건축조합,25117208, ,아파트,위탁관리,계단식,20070326,25117649,713,101722.31,0,158,415,140,86523.037,1168010500,22,22,2,19,6092
A13509012,삼성힐스테이트1단지,서울특별시 강남구 삼성동 16-2 삼성힐스테이트1단지,서울특별시 강남구 학동로68길 29,분양,지역난방,178491,17,1144,현대건설(주),영동차관아파트재건축정비사업조합,25410128,cafe.daum.net/ssdh1,아파트,위탁관리,계단식,20081210,25410130,1144,116666.37,230,744,170,0,89308.086,1168010500,23,23,0,2,6090
A13509013,래미안삼성1차(105),서울특별시 강남구 삼성동 105 래미안삼성1차(105),서울특별시 강남구 영동대로114길 56,분양,개별난방,26155,4,112,삼성물산(주),재건축조합,25454565, ,아파트,위탁관리,계단식,20051219,25454365,112,18505.72,0,25,35,52,15766.5,1168010500,15,15,1,5,6082
A13509014,래미안삼성1차103단지,서울특별시 강남구 삼성동 103-22 래미안삼성1차103단지,서울특별시 강남구 영동대로114길 56,분양,개별난방,26889,3,133,삼성물산,삼성물산,25450542, ,아파트,위탁관리,계단식,20060427,25450543,133,17911.8,0,38,65,30,14829.43,1168010500,15,15,2,0,6082
A13509015,동일파크스위트,서울특별시 강남구 삼성동 100-14 동일파크스위트,서울특별시 강남구 영동대로112길 67,,,0,1,36, , ,25117908, ,아파트,기타,,,25117908,0,0,0,0,0,36,5652.24,1168010500,1,13,0,0,6083
A13509101,삼성청구타운,서울특별시 강남구 삼성동 78-4 삼성청구타운,서울특별시 강남구 영동대로128길 5,분양,개별난방,20121.29,3,167,청구,청구,25164338, ,아파트,위탁관리,계단식,19920515,25164339,167,19322.318,0,167,0,0,14193.33,1168010500,15,15,1,7,6078
A13550701,삼성동중앙하이츠빌리지,서울특별시 강남구 삼성동 14-1 삼성동중앙하이츠빌리지,서울특별시 강남구 학동로68길 30,분양,지역난방,63733,5,298,중앙건설,중앙건설,25111845, ,아파트,위탁관리,계단식,20041229,25111846,298,42856.188,60,90,0,148,33866.26,1168010500,22,22,3,7,6092
A13570501,삼성동힐스테이트2단지,서울특별시 강남구 삼성동 50 삼성동힐스테이트2단지,서울특별시 강남구 삼성로111길 8,분양,지역난방,147738.62,12,926,현대건설,조합,25111385, ,아파트,위탁관리,혼합식,20081210,25111386,926,91411.34,186,740,0,0,69975.804,1168010500,23,23,3,21,6095
A13570502,래미안삼성1차104단지,서울특별시 강남구 삼성동 104-10 래미안삼성1차104단지,서울특별시 강남구 영동대로114길 56,분양,개별난방,13438.96,1,77,삼성물산,삼성물산,25450542, ,아파트,위탁관리,계단식,20051229,25450543,77,9261.08,0,49,27,1,7409.69,1168010500,15,15,2,0,6082
A13587603,선릉에클라트,서울특별시 강남구 삼성동 142-3 선릉에클라트,서울특별시 강남구 테헤란로63길 12,분양,개별난방,45274.22,1,293,LG건설,(주)규형디앤씨,234529958, ,주상복합,자치관리,복도식,20040622,234521758,293,11153.55,293,0,0,0,11153.55,1168010500,15,15,4,0,6160
A10020486,디에이치 대치 에델루이아파트,서울특별시 강남구 대치동 964 디에이치 대치 에델루이아파트,서울특별시 강남구 역삼로 532,혼합,지역난방,55880.75,8,282,현대건설,대치동 구마을 제3지구 주택재건축 정비사업 조합,25016658, ,아파트,위탁관리,계단식,20250808,25016659,282,30232.49,0,97,151,34,30232.49,1168010600,16,0,4,14,
A10023162,대치푸르지오써밋,서울특별시 강남구 대치동 963 대치푸르지오써밋,서울특별시 강남구 삼성로72길 12,혼합,지역난방,90601.59,9,489,대우건설(주),대치동 제1지구 주택재건축정비사업조합,25569711, ,아파트,위탁관리,계단식,20230605,25569714,489,39350.54,170,220,97,2,39350.09,1168010600,18,18,3,23,6186
A10024102,대치르엘,서울특별시 강남구 대치동 977 대치르엘,서울특별시 강남구 도곡로93길 23,혼합,개별난방,46659,6,273,롯데건설,대치제2지구재건축조합,25640977, ,아파트,위탁관리,계단식,20210917,25640978,273,26270.598,107,164,2,0,19740.9,1168010600,15,15,3,13,6190
A10024799,대치1차현대아파트,서울특별시 강남구 대치동 992 대치1차현대아파트,서울특별시 강남구 영동대로57길 28,분양,중앙난방,13420.37,1,120,현대산업개발,현대산업개발,25562398, ,아파트,위탁관리,계단식,19900419,262842398,120,10121.7,0,120,0,0,10121.7,1168010600,15,15,1,4,6282
A10024815,롯데캐슬리베아파트,서울특별시 강남구 대치동 1025 롯데캐슬리베아파트,서울특별시 강남구 도곡로 404,분양,지역난방,29743,2,144,롯데건설,롯데건설,25571154, ,아파트,위탁관리,계단식,20080222,25571139,144,21421.44,0,0,144,0,17436.8736,1168010600,18,18,0,0,6278
A10024821,대치롯데캐슬아파트,서울특별시 강남구 대치동 893 대치롯데캐슬아파트,서울특별시 강남구 삼성로85길 11,분양,지역난방,28178,3,142,주)롯데건설,대치동 동아2차아파트 재건축조합,25694694, ,아파트,위탁관리,계단식,20020829,25667009,142,20185.09,0,16,111,15,15531.47,1168010600,0,22,2,0,6195
A10025646,대치풍림아이원아파트 1.2단지,서울특별시 강남구 대치동 910-6 대치풍림아이원아파트 1.2단지,서울특별시 강남구 역삼로 436,분양,개별난방,14047.58,5,19,풍림건설,풍림건설,25629735, ,아파트,위탁관리,계단식,20030828,25629735,90,14047.58,0,0,11,8,2590.96,1168010600,7,7,1,5,6200
A10026526,대치풍림아이원3.4차아파트,서울특별시 강남구 대치동 1007-1 대치풍림아이원3.4차아파트,서울특별시 강남구 영동대로72길 10,분양,개별난방,14606,2,75,풍림산업,풍림산업,25531870, ,아파트,자치관리,계단식,20040630,25531871,75,10075,0,0,75,0,8440.75,1168010600,15,15,2,4,6177
A10026924,대치SK VIEW,서울특별시 강남구 대치동 1029 대치SK VIEW,서울특별시 강남구 삼성로51길 25,분양,지역난방,49011.598,4,239,에스케이건설(주),대치국제아파트주택재건축정비사업조합,25674243, ,아파트,위탁관리,계단식,20170620,25674244,239,28926.182,4,104,131,0,22079.96,1168010600,20,20,2,8,6280
A10027800,래미안 대치 팰리스,서울특별시 강남구 대치동 633 래미안 대치 팰리스,서울특별시 강남구 삼성로57길 37-3,혼합,지역난방,350168.38,17,1608,삼성물산,청실아파트 재건축조합,25673303,www.palaceapt.co.kr,아파트,위탁관리,계단식,20150922,25583303,1608,203390.98,54,447,1011,96,154173.87,1168010600,35,35,4,0,6279
A13528001,대치대우아이빌4차,서울특별시 강남구 대치동 891-23 대치대우아이빌4차,서울특별시 강남구 선릉로90길 56,분양,개별난방,25696.74,1,210,대우건설,"맘모스산업개발,k2Enc",25658701, ,주상복합,위탁관리,복도식,20040223,25658702,210,9534.3,210,0,0,0,7303.65,1168010600,11,11,3,4,6194
