kaptCode,kaptName,doroJuso,kaptAddr,경도,위도,비고
A13302001,청계벽산,서울특별시 성동구 무학로 50,서울특별시 성동구 하왕십리동 258 청계벽산,127.030922392,37.568043323,도로명(1)
A13302201,한진해모로,서울특별시 성동구 왕십리로31길 20,서울특별시 성동구 하왕십리동 1050 한진해모로,127.026842744,37.562973281,도로명(1)
A13302203,하왕극동미라주,서울특별시 성동구 난계로 73,서울특별시 성동구 하왕십리동 1058 하왕극동미라주,127.023111824,37.558203736,도로명(1)
A13302204,하왕금호베스트빌,서울특별시 성동구 난계로 114-31,서울특별시 성동구 하왕십리동 1052 하왕금호베스트빌,127.025399871,37.561980098,도로명(1)
A13302206,왕십리풍림아이원,서울특별시 성동구 난계로 84,서울특별시 성동구 하왕십리동 1061 왕십리풍림아이원,127.026768648,37.559799862,도로명(1)
A13377301,하왕십리극동미라주2,서울특별시 성동구 난계로 73,서울특별시 성동구 하왕십리동 1057 하왕십리극동미라주2,127.023111824,37.558203736,도로명(1)
A13377302,금호베스트빌아파트 제2관리사무소,서울특별시 성동구 난계로 114-31,서울특별시 성동구 하왕십리동 1053 금호베스트빌아파트 제2관리사무소,127.025399871,37.561980098,도로명(1)
A13385705,한신무학,서울특별시 성동구 왕십리로31나길 22,서울특별시 성동구 하왕십리동 990 한신무학,127.027816095,37.56289036,도로명(1)
A13385802,무학현대,서울특별시 성동구 무학봉길 49,서울특별시 성동구 하왕십리동 992 무학현대,127.027754659,37.560799388,도로명(1)
A13388001,청계벽산아파트제2관리사무소,서울특별시 성동구 무학로 50,서울특별시 성동구 하왕십리동 258 청계벽산아파트제2관리사무소,127.030922392,37.568043323,도로명(1)
A10024762,청계대주파크빌,서울특별시 성동구 무학로12길 11,서울특별시 성동구 홍익동 53 청계대주파크빌,127.031304361,37.567548765,도로명(1)
A13370801,성동삼성쉐르빌,서울특별시 성동구 무학로6길 50,서울특별시 성동구 도선동 69 성동삼성쉐르빌,127.034623356,37.564294777,도로명(1)
A10020365,라봄성동청년안심주택,서울특별시 성동구 마조로 66,서울특별시 성동구 마장동 836- 라봄성동청년안심주택,127.042187689,37.563505714,도로명(1)
A13305002,왕십리 대성유니드 아파트,서울특별시 성동구 마장로37길 7,서울특별시 성동구 마장동 825 왕십리 대성유니드 아파트,127.038855636,37.566555066,도로명(1)
A13305003,청계미소지움,서울특별시 성동구 마장로39길 43,서울특별시 성동구 마장동 822 청계미소지움,127.043293391,37.568341411,도로명(1)
A13305005,마장SH-vill임대,서울특별시 성동구 마조로15가길 23,서울특별시 성동구 마장동 831 마장SH-vill임대,127.040299398,37.564612555,도로명(1)
A13305006,왕십리삼성,서울특별시 성동구 마장로 271,서울특별시 성동구 마장동 817 왕십리삼성,127.040276628,37.566484269,도로명(1)
A13305007,마장세림,서울특별시 성동구 마장로42길 16,서울특별시 성동구 마장동 784 마장세림,127.044264646,37.564330793,도로명(1)
A13381601,왕십리중앙하이츠,서울특별시 성동구 마장로 262,서울특별시 성동구 마장동 819 왕십리중앙하이츠,127.03901217,37.565663786,도로명(1)
A13381604,왕십리금호어울림아파트,서울특별시 성동구 마조로 57,서울특별시 성동구 마장동 820 왕십리금호어울림아파트,127.041300491,37.562758299,도로명(1)
A13381608,청계현대아파트,서울특별시 성동구 마장로35길 76,서울특별시 성동구 마장동 818 청계현대아파트,127.041997287,37.570263571,도로명(1)
A10022058,사근벽산아파트,서울특별시 성동구 살곶이길 176,서울특별시 성동구 사근동 314- 사근벽산아파트,127.049622371,37.560491692,도로명(1)
A13381701,사근중앙하이츠,서울특별시 성동구 사근동길 67,서울특별시 성동구 사근동 199 사근중앙하이츠,127.048377636,37.56130988,도로명(1)
A10020503,라체르보푸르지오써밋,서울특별시 성동구 고산자로2길 71,서울특별시 성동구 행당동 128- 라체르보푸르지오써밋,127.037622881,37.557651525,도로명(1)
A10024464,지웰홈스 왕십리,서울특별시 성동구 고산자로14길 26,서울특별시 성동구 행당동 387 지웰홈스 왕십리,127.037767833,37.563404939,도로명(1)
A10025685,서울숲행당푸르지오(임대),서울특별시 성동구 고산자로 175,서울특별시 성동구 행당동 376-1 서울숲행당푸르지오(임대),127.033288625,37.556068857,도로명(1)
A10025686,행당두산위브아파트(임대),서울특별시 성동구 행당로8길 8,서울특별시 성동구 행당동 375 행당두산위브아파트(임대),127.030916982,37.556973751,도로명(1)
A10026207,서울숲리버뷰자이아파트,서울특별시 성동구 고산자로2길 65,서울특별시 성동구 행당동 380 서울숲리버뷰자이아파트,127.038320643,37.554291157,도로명(1)
A13307001,행당두산,서울특별시 성동구 고산자로14길 40,서울특별시 성동구 행당동 345 행당두산,127.037433669,37.564941864,도로명(1)
A13307002,서울숲행당푸르지오,서울특별시 성동구 고산자로 177,서울특별시 성동구 행당동 376 서울숲행당푸르지오,127.033624733,37.555732769,도로명(1)
A13307003,서울숲더샵,서울특별시 성동구 왕십리로 241,서울특별시 성동구 행당동 155-1 서울숲더샵,127.040104893,37.557168675,도로명(1)
A13307101,서울숲삼부아파트,서울특별시 성동구 왕십리로 280,서울특별시 성동구 행당동 147 서울숲삼부아파트,127.036772534,37.560780967,도로명(1)
A13307201,행당브라운스톤,서울특별시 성동구 행당로 99,서울특별시 성동구 행당동 364 행당브라운스톤,127.029770952,37.558613298,도로명(1)
A13307202,신동아,서울특별시 성동구 독서당로 441,서울특별시 성동구 행당동 344 신동아,127.031933456,37.554439718,도로명(1)
A13307204,행당대림,서울특별시 성동구 행당로 79,서울특별시 성동구 행당동 347 행당대림,127.026144502,37.556369851,도로명(1)
A13373101,행당한신임대,서울특별시 성동구 고산자로 164,서울특별시 성동구 행당동 350 행당한신임대,127.034798269,37.555186726,도로명(1)
A13377703,행당한진타운,서울특별시 성동구 행당로 82,서울특별시 성동구 행당동 346 행당한진타운,127.027037991,37.555847429,도로명(1)
A13377901,행당두산위브아파트,서울특별시 성동구 행당로8길 8,서울특별시 성동구 행당동 375 행당두산위브아파트,127.030916982,37.556973751,도로명(1)
A13377902,행당대림제2,서울특별시 성동구 행당로 79,서울특별시 성동구 행당동 347 행당대림제2,127.026144502,37.556369851,도로명(1)
A13377903,행당한진타운제2,서울특별시 성동구 행당로 82,서울특별시 성동구 행당동 346-1 행당한진타운제2,127.027037991,37.555847429,도로명(1)
A13386702,서울숲한신더휴아파트,서울특별시 성동구 고산자로 164,서울특별시 성동구 행당동 349 서울숲한신더휴아파트,127.034798269,37.555186726,도로명(1)
A13308004,응봉금호현대,서울특별시 성동구 독서당로 377,서울특별시 성동구 응봉동 98 응봉금호현대,127.03115156,37.550541555,도로명(1)
A13308005,응봉대림1차,서울특별시 성동구 독서당로62길 43,서울특별시 성동구 응봉동 100 응봉대림1차,127.034540212,37.55299684,도로명(1)
A13376906,응봉대림강변,서울특별시 성동구 고산자로 160,서울특별시 성동구 응봉동 15 응봉대림강변,127.036128182,37.554099529,도로명(1)
A13385202,응봉대림2차,서울특별시 성동구 독서당로 431,서울특별시 성동구 응봉동 97 응봉대림2차,127.032094262,37.552190239,도로명(1)
A13385301,서울숲리버그린동아,서울특별시 성동구 고산자로4길 34,서울특별시 성동구 응봉동 276 서울숲리버그린동아,127.037383412,37.552830785,도로명(1)
A13385303,응봉신동아,서울특별시 성동구 독서당로 375,서울특별시 성동구 응봉동 275 응봉신동아,127.029554078,37.54965871,도로명(1)
A10026418,e편한세상금호파크힐스,서울특별시 성동구 금호로 140,서울특별시 성동구 금호동1가 1824 e편한세상금호파크힐스,127.021503884,37.554064838,도로명(1)
A13309101,신금호두산위브,서울특별시 성동구 행당로 27,서울특별시 성동구 금호동1가 1818 신금호두산위브,127.022198697,37.555699417,도로명(1)
A13309102,금호삼성래미안,서울특별시 성동구 독서당로 343,서울특별시 성동구 금호동1가 1500 금호삼성래미안,127.0276223,37.54926861,도로명(1)
A13309103,금호벽산(임대),서울특별시 성동구 행당로6길 2,서울특별시 성동구 금호동1가 632 금호벽산(임대),127.025368898,37.555423047,도로명(1)
A13380104,금호벽산,서울특별시 성동구 금호로 100,서울특별시 성동구 금호동1가 633 금호벽산,127.028323629,37.550203616,도로명(1)
A10027602,신금호파크자이아파트,서울특별시 성동구 금호로 173,서울특별시 성동구 금호동2가 1 신금호파크자이아파트,127.017996319,37.554500928,도로명(1)
A13380301,금호센트럴자이,서울특별시 성동구 금호로 117,서울특별시 성동구 금호동2가 1215 금호센트럴자이,127.021523825,37.553080251,도로명(1)
A13380302,래미안하이리버,서울특별시 성동구 금호로 107,서울특별시 성동구 금호동2가 1217 래미안하이리버,127.024255657,37.552255633,도로명(1)
A13380303,래미안하이리버제2임대,서울특별시 성동구 금호로 111,서울특별시 성동구 금호동2가 1216 래미안하이리버제2임대,127.023131463,37.551852277,도로명(1)
A13309301,금호한신휴플러스,서울특별시 성동구 금호산길 27,서울특별시 성동구 금호동3가 1662 금호한신휴플러스,127.018909854,37.550274881,도로명(1)
A13379001,금호자이2차,서울특별시 성동구 금호산8길 14,서울특별시 성동구 금호동3가 700 금호자이2차,127.021874758,37.549665159,도로명(1)
A13380602,금호1차푸르지오,서울특별시 성동구 금호산8길 5,서울특별시 성동구 금호동3가 917 금호1차푸르지오,127.020953329,37.550667699,도로명(1)
A13380703,금호두산,서울특별시 성동구 동호로 100,서울특별시 성동구 금호동3가 1331 금호두산,127.015505511,37.550072086,도로명(1)
A10020977,서울숲르씨엘아파트,서울특별시 성동구 독서당로46길 34,서울특별시 성동구 금호동4가 1555- 서울숲르씨엘아파트,127.023123487,37.54746798,도로명(1)
A10023252,브라운스톤 금호2차아파트,서울특별시 성동구 동호로 93,서울특별시 성동구 금호동4가 1550 브라운스톤 금호2차아파트,127.015528114,37.547621123,도로명(1)
A10026470,힐스테이트서울숲리버,서울특별시 성동구 독서당로 344,서울특별시 성동구 금호동4가 1553 힐스테이트서울숲리버,127.025791557,37.546436052,도로명(1)
A13309402,금호동롯데아파트,서울특별시 성동구 동호로 84,서울특별시 성동구 금호동4가 1250 금호동롯데아파트,127.016811826,37.546769751,도로명(1)
A13309404,금호대우,서울특별시 성동구 독서당로 272,서울특별시 성동구 금호동4가 800 금호대우,127.019241106,37.546324489,도로명(1)
A13378101,금호대우임대,서울특별시 성동구 독서당로 272,서울특별시 성동구 금호동4가 801 금호대우임대,127.019241106,37.546324489,도로명(1)
A13378102,서울숲2차푸르지오,서울특별시 성동구 금호로 17,서울특별시 성동구 금호동4가 235 서울숲2차푸르지오,127.024176283,37.54526584,도로명(1)
A13378103,서울숲2차푸르지오임대,서울특별시 성동구 금호로3길 11,서울특별시 성동구 금호동4가 235-1 서울숲2차푸르지오임대,127.023907941,37.547538723,도로명(1)
A13380803,서울숲푸르지오,서울특별시 성동구 금호로 15,서울특별시 성동구 금호동4가 340 서울숲푸르지오,127.023715641,37.544632975,도로명(1)
A13380901,브라운스톤금호아파트,서울특별시 성동구 매봉길 24,서울특별시 성동구 금호동4가 1507 브라운스톤금호아파트,127.01603043,37.54642855,도로명(1)
A10022640,한남하이츠빌라,서울특별시 성동구 독서당로39길 22,서울특별시 성동구 옥수동 466 한남하이츠빌라,127.010489685,37.539808263,도로명(1)
A10026748,옥수파크힐스아파트,서울특별시 성동구 매봉길 50,서울특별시 성동구 옥수동 528 옥수파크힐스아파트,127.01274129,37.547814854,도로명(1)
